CustomerID,Gender,Age,Tenure,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,SatisfactionScore,TechSupport,StreamingServices,Complaints,Churn
CUST0027,0,1.5525447872119769,1.2395389491375781,0,3,0.8671327065096336,-1.7308176310580323,4.0,1,0,0,0
CUST0028,0,1.613122444834669,0.8918421892111889,0,0,-1.1961478785444022,-1.6648968873480403,4.0,0,1,0,0
CUST0029,0,0.21983631951274976,-0.49894485049436876,1,2,-0.9660499432386441,0.21723946096052618,5.0,1,0,1,0
CUST0030,0,1.4919671295892847,1.5872357090639675,2,2,-0.11337471150499344,0.10005623842127176,3.0,0,0,0,0
CUST0031,1,-1.7186487244133986,-0.1512480905679794,0,1,-0.8043595022129763,1.7918333740569612,3.0,1,0,0,0
CUST0032,1,-0.6888285448276323,-0.1512480905679794,0,3,-0.2819750004377413,-1.0367864528030601,3.0,0,1,2,0
CUST0033,0,0.15925866189005763,0.19644866935841002,1,2,1.3532405067726991,-0.010201521622698367,5.0,0,0,1,0
CUST0034,0,1.0679235262304398,0.5441454292847995,2,2,1.1314343889554372,-1.3518580533301274,4.0,0,1,0,0
CUST0035,0,1.189078841475824,0.8918421892111889,1,2,0.4601426647826319,1.5169485582410152,4.0,1,1,0,1
CUST0036,1,-1.1128721481864772,0.8918421892111889,2,2,1.2482108185850862,1.0183621131277445,1.0,1,1,1,0
CUST0037,0,-0.5070955719595559,-1.1943383703471477,0,0,0.9915099688370703,1.1772458826721715,5.0,1,1,1,0
CUST0038,1,-0.20420728384609518,1.2395389491375781,0,3,-0.23429704987889063,1.4642119632730217,1.0,0,0,1,1
CUST0039,1,-0.2647849414687873,0.5441454292847995,2,1,-1.021674218890637,0.1159363257250567,5.0,1,1,0,0
CUST0040,1,-0.4465179143368637,-0.49894485049436876,1,1,0.06006247096271003,-0.14706185188664916,1.0,0,0,2,0
CUST0041,1,-0.14362962622340306,-0.49894485049436876,0,0,0.8270555886485708,-0.010201521622698367,2.0,0,1,1,1
CUST0042,1,1.189078841475824,0.8918421892111889,1,3,-0.2087306126226952,0.34541908530728127,3.0,0,1,0,0
CUST0043,0,-0.991716832941093,-0.49894485049436876,2,2,0.587283866272901,-0.136051033295396,3.0,0,0,0,1
CUST0044,0,0.21983631951274976,0.19644866935841002,1,0,-1.3906600971286995,-0.14573190358544716,2.0,1,0,0,0
CUST0045,0,0.2804139771354419,-0.1512480905679794,1,3,0.8678236913003415,1.5861166824913404,2.0,1,1,0,0
CUST0046,0,0.7044575804942869,-0.8466416104207583,0,2,1.091357271094374,1.7541875474822828,3.0,0,1,0,1
CUST0047,0,0.3409916347581341,1.5872357090639675,0,0,0.7254808244144975,1.084992883437565,4.0,0,1,1,0
CUST0048,1,-1.7186487244133986,-1.1943383703471477,0,3,1.6254885143116446,-0.010201521622698367,2.0,1,1,1,0
CUST0049,0,-0.5070955719595559,1.2395389491375781,2,1,1.1397262064439329,0.6713501281961968,3.0,1,0,1,0
CUST0050,0,1.1285011838531318,1.5872357090639675,2,1,1.403682396494382,-1.1644074267793914,1.0,0,0,0,0
CUST0051,1,1.5525447872119769,1.2395389491375781,2,3,1.5090575770773493,-1.54608817244065,5.0,1,1,0,0
CUST0052,0,-1.4157604362999379,-1.5420351302735371,0,1,1.0519711380240189,0.7076299645102906,2.0,0,0,2,0
CUST0053,1,-0.08305196860071092,1.5872357090639675,1,3,0.6131957959244503,0.8434324632663748,4.0,0,1,0,0
CUST0054,0,-0.7494062024503244,-0.8466416104207583,1,2,-1.6967663594123357,-1.5893817740505147,2.0,1,1,1,0
CUST0055,1,-1.47633809392263,0.8918421892111889,1,3,-0.10715584838862185,1.5544430085862877,4.0,1,1,1,0
CUST0056,0,0.0986810042673655,0.19644866935841002,1,2,0.25699313631448517,-1.431784702456031,2.0,1,0,0,0
CUST0057,0,-1.47633809392263,-0.1512480905679794,2,0,-0.6661625440713798,-0.7368488710205665,4.0,0,1,1,0
CUST0058,1,0.5227246076262104,-0.1512480905679794,0,3,-0.6174481163264669,0.6422029956438347,3.0,0,1,0,1
CUST0059,1,-1.5974934091680142,0.19644866935841002,0,0,1.6044134781950512,-1.1508556500516949,1.0,0,1,1,0
CUST0060,1,1.4313894719665925,0.5441454292847995,0,1,1.3642962634240272,-1.5592543002029573,3.0,0,1,1,0
CUST0061,1,-0.3859402567141716,-1.5420351302735371,0,2,1.2174619953985808,-0.5754061223600055,1.0,0,0,2,1
CUST0062,1,0.46214695000351835,1.2395389491375781,1,3,-0.31376030081030853,0.9761173325359013,3.0,1,1,1,1
CUST0063,1,1.4313894719665925,-0.8466416104207583,1,0,-1.6691269677840161,-0.2809180848360962,3.0,1,1,2,0
CUST0064,1,0.46214695000351835,-0.49894485049436876,0,2,-1.4393745248736123,0.5729195371234864,2.0,0,0,1,1
CUST0065,1,-1.1734498058091694,1.5872357090639675,0,2,-0.6378321676523525,0.3111828280901563,5.0,1,0,1,0
CUST0066,0,-1.1734498058091694,-1.5420351302735371,1,1,-1.6622171198769364,-1.6777098039084024,4.0,1,0,5,1
CUST0067,0,-0.6282508872049402,1.5872357090639675,0,1,-1.6573802263419806,1.770276678150484,4.0,0,1,1,0
CUST0068,1,-0.7494062024503244,-0.8466416104207583,0,2,1.4503238698671708,-1.6091652055553884,4.0,0,1,1,0
CUST0069,0,-0.5070955719595559,-1.1943383703471477,0,2,0.7234078700423734,1.696282535538886,1.0,0,1,3,0
CUST0070,0,-0.9311391753184008,-1.1943383703471477,0,3,-0.6488879243036801,0.20501402833809357,4.0,0,1,0,1
CUST0071,0,-1.2340274634318615,-1.5420351302735371,0,2,-1.258336509708121,1.6797104426149636,4.0,1,0,1,0
CUST0072,0,1.0073458686077477,0.8918421892111889,0,3,0.05107966868350608,-1.3475294140083287,2.0,0,1,1,0
CUST0073,1,-1.7186487244133986,-0.8466416104207583,0,2,-1.6981483289937516,-0.0071361529772446365,3.0,1,1,1,0
CUST0074,0,1.3102341567212084,-0.8466416104207583,2,1,1.5256412120543412,-1.152171181569144,4.0,0,1,2,1
CUST0075,1,0.9467682109850554,0.19644866935841002,0,3,-0.2833569700191575,-1.5751019497432983,5.0,0,1,0,1
CUST0076,0,-0.991716832941093,0.8918421892111889,1,0,-0.32654351943840637,0.44645190584738453,4.0,1,0,0,0
CUST0077,0,-1.5369157515453222,1.2395389491375781,0,1,-0.3669661296948232,-1.0155829680985287,1.0,0,1,1,0
CUST0078,0,-1.7186487244133986,1.2395389491375781,0,3,-1.4770331959671972,0.340005583008079,2.0,1,1,2,0
CUST0079,1,1.189078841475824,-0.49894485049436876,1,3,0.4888185335970131,-1.3560533374022123,1.0,0,1,1,0
CUST0080,0,0.6438799228715947,-0.1512480905679794,0,0,0.8159998319972428,-0.5724074313394087,4.0,0,1,0,1
CUST0081,1,0.15925866189005763,-1.1943383703471477,0,3,0.6194146590408218,1.03199678636202,2.0,0,1,2,0
CUST0082,0,0.2804139771354419,1.2395389491375781,1,2,-1.238297950777589,-0.19752059502168934,5.0,0,0,2,0
CUST0083,1,-0.08305196860071092,0.8918421892111889,1,0,0.2832505583613882,0.482904743566513,4.0,1,1,0,0
CUST0084,0,0.0986810042673655,-0.8466416104207583,0,1,0.25111976559346727,0.5532406273008206,2.0,0,0,0,0
CUST0085,1,-1.2946051210545535,1.2395389491375781,0,1,1.2837965353065472,1.2536584407583136,2.0,0,0,2,0
CUST0086,1,0.5833022652489026,-0.8466416104207583,1,2,-0.40669775516053236,-0.5976115735353614,4.0,1,0,0,0
CUST0087,0,-0.20420728384609518,1.2395389491375781,0,1,-0.4329551772074356,0.6953901151041051,4.0,0,0,0,0
CUST0088,1,0.2804139771354419,-1.1943383703471477,1,3,0.4204110393169227,-0.010201521622698367,2.0,0,1,3,0
CUST0089,0,1.4919671295892847,1.5872357090639675,1,3,0.4708529290386057,0.8486333180052222,2.0,1,1,0,0
CUST0090,0,1.4919671295892847,1.2395389491375781,2,2,-0.09506361455123187,-0.009053585216376057,2.0,0,1,2,0
CUST0091,0,-1.5974934091680142,0.8918421892111889,0,1,-0.18558262213397775,0.49350828801674784,4.0,1,0,1,0
CUST0092,0,1.2496564990985162,1.2395389491375781,2,1,-0.009381500503442388,-0.010201521622698367,2.0,0,0,0,1
CUST0093,0,-1.052294490563785,-0.1512480905679794,0,2,1.2582300980503516,0.427706482772717,1.0,1,0,0,0
CUST0094,0,-1.7186487244133986,-1.1943383703471477,0,0,-0.12304849857490524,-1.6974860270213998,4.0,0,1,0,0
CUST0095,0,1.4919671295892847,0.8918421892111889,0,1,1.5308235979846507,-1.0620050117827655,1.0,0,0,0,0
CUST0096,0,0.8861905533623633,0.19644866935841002,1,0,0.024822246636603065,1.1348893720062436,3.0,0,1,1,0
CUST0097,0,-1.47633809392263,0.8918421892111889,0,1,1.562954390752572,-0.7841287133380993,4.0,0,1,1,0
CUST0098,0,0.038103346644673367,-0.1512480905679794,0,1,1.1608012425605263,0.8533367937045957,3.0,0,1,0,0
CUST0099,0,0.038103346644673367,1.5872357090639675,0,1,-0.4643949851846487,-0.4292055183221648,2.0,0,1,1,0
CUST0100,1,1.6737001024573612,-1.1943383703471477,2,1,1.2672129003295556,-0.010201521622698367,2.0,1,1,0,0
CUST0101,1,-0.7494062024503244,0.19644866935841002,1,3,-1.3360722986627687,-1.5144469362990414,5.0,0,1,3,0
CUST0102,0,1.1285011838531318,-0.1512480905679794,1,0,1.4793452310769062,-1.1103480919020723,2.0,0,1,0,1
CUST0103,0,1.0679235262304398,-0.1512480905679794,0,0,0.46567054310829564,1.6584384781876058,3.0,0,0,1,1
CUST0104,0,-0.3859402567141716,-1.5420351302735371,0,1,-1.528511562874942,1.4191631182412456,2.0,0,0,1,0
CUST0105,0,-0.8705615176957088,-1.1943383703471477,1,1,0.5095480773182529,0.5704290377301784,4.0,0,0,1,0
CUST0106,0,0.46214695000351835,0.8918421892111889,0,0,1.64932748959107,-0.11690554447158649,2.0,0,1,2,0
CUST0107,0,-0.5070955719595559,-0.8466416104207583,0,3,-1.4753057339904272,0.6542338016856035,5.0,0,0,3,0
CUST0108,0,-0.9311391753184008,1.5872357090639675,1,2,0.19998689108107642,0.4503083955012768,2.0,1,0,1,0
CUST0109,0,-1.6580710667907064,-0.8466416104207583,2,2,0.8671327065096336,0.27169525739104927,3.0,0,1,2,1
CUST0110,1,-1.1128721481864772,0.8918421892111889,1,0,1.0830654536058784,-1.5458358787249746,3.0,0,1,2,0
CUST0111,0,1.3102341567212084,0.8918421892111889,1,1,-0.2868118939726972,0.5009509526291661,2.0,0,1,0,1
CUST0112,1,0.5833022652489026,-1.1943383703471477,2,1,-1.010963954634663,0.9866379804795574,3.0,0,1,2,0
CUST0113,0,0.5227246076262104,0.8918421892111889,0,3,-1.5703161427127748,1.7900492970675435,3.0,1,0,1,1
CUST0114,0,0.2804139771354419,-1.5420351302735371,1,2,0.28635998991957423,-1.717456876715061,5.0,0,0,1,0
CUST0115,1,0.5227246076262104,0.19644866935841002,2,3,-0.15172436738928646,-0.010201521622698367,4.0,0,1,1,0
CUST0116,0,1.2496564990985162,0.8918421892111889,0,2,1.5612269287758023,0.28324310117709706,5.0,1,0,2,0
CUST0117,1,0.2804139771354419,-0.8466416104207583,1,0,-1.5070910343629944,-0.20822145276225626,1.0,0,0,0,0
CUST0118,0,-0.6888285448276323,0.8918421892111889,1,2,0.6515454518087432,-1.3017993759442295,2.0,1,0,0,0
CUST0119,0,0.038103346644673367,-1.5420351302735371,1,3,-1.6300863271090154,-0.297309967963108,2.0,0,1,1,0
CUST0120,1,-0.8705615176957088,1.2395389491375781,1,3,-1.1242854603107721,-0.4925168241728873,4.0,1,0,0,0
CUST0121,0,-0.14362962622340306,1.2395389491375781,2,3,-0.14930592062180875,-0.676442547096047,2.0,0,1,1,0
CUST0122,1,1.3102341567212084,-0.1512480905679794,1,0,-0.14481451948220703,0.8509039614462991,1.0,0,1,0,1
CUST0123,0,0.2804139771354419,1.5872357090639675,0,2,0.6525819289948048,0.7433079001027024,4.0,0,1,1,0
CUST0124,1,1.3708118143439005,-0.49894485049436876,2,2,1.4282123565645153,0.34472707968714356,3.0,0,1,1,0
CUST0125,1,1.6737001024573612,0.19644866935841002,0,3,0.49123698036449126,1.592312295309136,5.0,0,0,2,0
CUST0126,0,0.5227246076262104,0.5441454292847995,0,2,1.5778105637527935,-0.010201521622698367,2.0,1,1,0,1
CUST0127,0,0.21983631951274976,-0.1512480905679794,0,1,1.329401531493274,-0.8870645493335813,1.0,1,1,1,0
CUST0128,1,-0.32536259909147947,1.5872357090639675,0,1,0.30294362489656596,0.5833753095402541,3.0,0,1,2,0
CUST0129,0,-0.8705615176957088,1.2395389491375781,0,1,1.164256166514066,-1.047588228029897,5.0,1,0,0,0
CUST0130,0,0.038103346644673367,-0.8466416104207583,2,2,0.503674706597235,-0.6329831524730246,3.0,0,1,0,1
CUST0131,0,1.5525447872119769,0.5441454292847995,1,0,-1.444902403199276,-0.955573105727213,5.0,0,0,1,1
CUST0132,1,0.7650352381169789,1.5872357090639675,1,0,0.8422572540441463,-1.510237235443204,4.0,0,1,1,0
CUST0133,1,1.3102341567212084,1.5872357090639675,0,0,-1.3885871427565757,1.1956561155245846,3.0,0,1,2,0
CUST0134,1,-0.7494062024503244,-0.1512480905679794,2,0,0.3361108948505489,-0.8487483423143947,3.0,1,1,2,0
CUST0135,1,-1.47633809392263,0.5441454292847995,2,1,0.7109701438096298,-0.06915355248614714,3.0,0,1,1,0
CUST0136,1,-0.02247431097801877,-1.1943383703471477,1,1,-1.4867069830371091,-1.602432567542799,4.0,0,1,1,0
CUST0137,1,-1.5369157515453222,-0.49894485049436876,0,3,-0.9190629774705014,0.7383629432754684,1.0,0,1,4,0
CUST0138,1,-1.1734498058091694,-1.1943383703471477,0,2,1.4472144383089847,-0.5774965560041714,5.0,0,0,3,1
CUST0139,1,1.613122444834669,0.5441454292847995,0,2,0.4128102066191349,-0.010201521622698367,3.0,1,0,2,0
CUST0140,1,-0.7494062024503244,-1.1943383703471477,0,0,-0.8655116561906325,-0.2854701843060645,4.0,0,1,1,0
CUST0141,0,-1.1734498058091694,-1.5420351302735371,0,1,0.6698565487625043,-0.010201521622698367,1.0,0,1,0,0
CUST0142,1,-0.7494062024503244,1.2395389491375781,2,0,0.34543918952510705,0.07409881927423198,5.0,0,0,0,0
CUST0143,0,-0.5676732295822481,-1.5420351302735371,0,3,0.01653042914810696,-1.2913255825477703,4.0,1,1,1,1
CUST0144,0,-0.32536259909147947,0.8918421892111889,0,2,1.6562373374981498,-0.18507530644702558,5.0,0,1,2,0
CUST0145,0,-1.47633809392263,-1.1943383703471477,0,2,0.644981096297017,-0.6247944193013951,3.0,0,0,1,0
CUST0146,1,0.2804139771354419,0.8918421892111889,0,0,-0.4194809737886299,1.4970245630945505,1.0,1,0,0,0
CUST0147,1,-1.4157604362999379,-0.8466416104207583,0,3,1.0478252292797714,-1.5395862029681062,4.0,0,1,2,0
CUST0148,1,1.4313894719665925,0.19644866935841002,0,2,1.3397663033538936,0.7193724348770023,1.0,0,1,0,1
CUST0149,1,-1.6580710667907064,-0.8466416104207583,0,3,-1.283902946964316,-1.1049021518394262,3.0,0,1,1,0
CUST0150,0,-0.991716832941093,0.5441454292847995,1,3,-1.0234016808674067,-0.618584389699847,1.0,0,0,0,1
CUST0151,1,0.8256128957396711,1.5872357090639675,2,0,-0.9695048671921841,-0.2743692608163556,1.0,1,1,0,0
CUST0152,1,0.8256128957396711,1.2395389491375781,0,1,0.6715840107392748,1.4829501779558127,2.0,0,1,0,1
CUST0153,1,1.1285011838531318,-1.1943383703471477,0,0,0.36685971803705414,-0.8914328348107005,1.0,0,1,0,0
CUST0154,1,-1.1128721481864772,-0.1512480905679794,2,1,0.422138501293693,-1.4311828017343489,5.0,0,1,0,1
CUST0155,1,1.3102341567212084,0.19644866935841002,0,3,1.5339330295428368,-0.6198530666700994,4.0,0,0,1,0
CUST0156,0,1.0679235262304398,-0.49894485049436876,0,1,0.9642160696041052,-1.3834884768839213,2.0,0,0,0,0
CUST0157,1,1.6737001024573612,-0.49894485049436876,2,3,-1.2745746522897583,-1.2981339086750627,2.0,1,0,0,0
CUST0158,0,-0.3859402567141716,-0.49894485049436876,0,2,-0.5158733520923935,0.29059926508699824,4.0,0,1,1,0
CUST0159,1,1.5525447872119769,-1.1943383703471477,1,2,-0.21218553657623518,-1.5396799120624998,3.0,0,1,2,0
CUST0160,0,-0.8099838600730166,-0.49894485049436876,1,2,-0.34830954034570766,-1.6466200097453412,3.0,0,1,1,0
CUST0161,1,0.0986810042673655,-1.5420351302735371,0,0,0.5959211761567507,0.7921519634574212,2.0,0,1,1,1
CUST0162,1,-1.1128721481864772,0.19644866935841002,0,0,1.364987248214735,-0.4665738218096002,3.0,0,0,0,0
CUST0163,0,1.4919671295892847,-1.5420351302735371,1,3,-0.658907203768946,-1.309627689522037,3.0,0,1,0,1
CUST0164,0,-0.8099838600730166,1.5872357090639675,0,2,0.1903131040111646,-0.852056994185678,3.0,1,1,1,1
CUST0165,0,-1.2946051210545535,0.19644866935841002,0,0,1.010857542976894,-0.010201521622698367,4.0,0,1,0,0
CUST0166,1,-1.5369157515453222,-1.5420351302735371,1,2,-0.2785200764842016,-0.7738315255426128,2.0,0,0,2,0
CUST0167,0,0.6438799228715947,0.19644866935841002,0,0,-1.1356867093574539,0.007540132883175716,4.0,0,1,0,0
CUST0168,1,-1.5369157515453222,1.5872357090639675,0,1,-0.0753705480160546,-1.3227613795209006,5.0,0,1,2,0
CUST0169,1,1.613122444834669,0.8918421892111889,2,1,-1.5257476237121101,0.34142203201179844,4.0,0,1,1,0
CUST0170,0,-0.2647849414687873,-1.1943383703471477,0,2,1.5394609078685004,-0.629173517366329,5.0,0,0,1,1
CUST0171,0,-1.5974934091680142,-1.1943383703471477,2,3,-1.4580311142227276,0.48013311689002375,1.0,0,1,1,0
CUST0172,1,0.15925866189005763,-0.49894485049436876,1,0,-0.20147527232026136,1.1274899577450836,1.0,0,0,1,0
CUST0173,1,-1.5974934091680142,-0.8466416104207583,1,0,0.11430477703328644,0.4254610687032079,5.0,0,0,2,0
CUST0174,0,-0.14362962622340306,-0.49894485049436876,0,1,1.687677145475363,-0.7017151690148257,5.0,0,1,2,1
CUST0175,0,-0.02247431097801877,0.5441454292847995,2,1,-1.1429420496598877,-0.844455744951978,4.0,0,0,1,0
CUST0176,0,0.15925866189005763,-1.5420351302735371,0,3,-1.3212161256625472,-0.5886983969801505,5.0,0,1,0,0
CUST0177,1,1.2496564990985162,0.19644866935841002,1,3,-1.6864015875517158,-1.1695974689304243,2.0,0,0,0,0
CUST0178,1,1.3102341567212084,-0.8466416104207583,0,3,-1.1788732587767028,-1.1105391142867977,1.0,0,1,0,0
CUST0179,1,-0.6282508872049402,1.5872357090639675,0,2,-1.0002536903786894,1.0643192155359515,1.0,0,1,0,1
CUST0180,1,-0.5070955719595559,0.5441454292847995,0,1,0.4622156191547559,-0.3842035278375853,5.0,1,1,1,1
CUST0181,1,-1.47633809392263,1.5872357090639675,2,2,-0.9574126333547943,-0.2012905839730645,3.0,1,1,2,0
CUST0182,1,-0.6888285448276323,-1.1943383703471477,2,1,-1.645633484899945,0.3626723712635268,3.0,0,0,3,0
CUST0183,0,-0.08305196860071092,-1.1943383703471477,0,1,1.1393807140485788,0.34698691054040554,5.0,0,1,0,0
CUST0184,1,0.7650352381169789,-0.49894485049436876,0,0,-0.453339228533321,-1.5165770160985281,2.0,0,0,4,0
CUST0185,1,-0.4465179143368637,-1.5420351302735371,1,1,-0.4944528235804461,1.2100765034733916,3.0,0,1,1,0
CUST0186,1,-0.5070955719595559,-0.8466416104207583,0,1,-0.6713449300016896,-1.1242602882235906,5.0,1,0,0,0
CUST0187,0,-1.4157604362999379,1.2395389491375781,0,2,1.653473398335318,0.8230435268438805,2.0,0,1,1,0
CUST0188,1,-1.7186487244133986,0.5441454292847995,1,1,-1.1287768614503741,-0.010201521622698367,2.0,0,1,2,1
CUST0189,1,-1.47633809392263,0.5441454292847995,0,2,1.3867532691220363,0.7938855817037038,4.0,0,1,3,0
CUST0190,0,0.7044575804942869,-0.49894485049436876,2,3,0.9673255011622913,0.3088941636693886,2.0,0,0,0,1
CUST0191,1,-1.052294490563785,-1.1943383703471477,0,1,-1.45215774350171,-1.7048602119109921,3.0,1,1,1,0
CUST0192,1,-0.20420728384609518,-0.49894485049436876,0,1,1.6925140390103188,-0.4711115044958157,3.0,1,1,0,0
CUST0193,1,1.0073458686077477,0.19644866935841002,0,2,-0.7787930649567808,0.40117239227556234,2.0,0,1,1,1
CUST0194,1,0.2804139771354419,-0.8466416104207583,1,3,-1.3758039241284779,-0.3745010323719047,5.0,0,0,1,0
CUST0195,1,1.189078841475824,-1.5420351302735371,0,0,1.1487090087231369,1.3240411790398183,2.0,0,1,2,0
CUST0196,0,-0.9311391753184008,0.8918421892111889,1,3,0.7251353320191433,-0.6551345407093072,1.0,1,1,0,0
CUST0197,0,-0.20420728384609518,-0.1512480905679794,0,2,0.41591963817732097,-0.7096119623154596,4.0,1,1,2,0
CUST0198,0,0.9467682109850554,-0.1512480905679794,2,3,-1.177491289195287,-0.8078659477871973,1.0,0,0,0,1
CUST0199,1,-0.14362962622340306,-0.49894485049436876,0,2,-0.06327831417866511,-0.5695745333319701,2.0,0,0,0,1
CUST0200,1,-1.2340274634318615,0.19644866935841002,0,2,0.9804542121857428,0.23191935101688485,2.0,0,1,3,0
CUST0201,1,-0.20420728384609518,-0.8466416104207583,1,0,-0.6675445136527957,0.7657512282099805,1.0,1,1,1,0
CUST0202,0,1.6737001024573612,1.2395389491375781,0,1,-0.6395596296291223,0.6071557943406111,4.0,0,1,0,0
CUST0203,1,1.0679235262304398,-0.1512480905679794,0,2,-1.7057491616915395,1.125075146466478,1.0,1,1,1,0
CUST0204,1,1.6737001024573612,-0.8466416104207583,2,2,-1.1146116732408604,1.404090370827621,5.0,1,1,0,0
CUST0205,0,-0.4465179143368637,-1.5420351302735371,0,0,1.3079810029813268,1.1549070762471016,3.0,0,0,1,0
CUST0206,1,1.0679235262304398,1.5872357090639675,1,2,-0.19041951566893364,-1.6893873987482257,5.0,1,1,3,0
CUST0207,0,1.613122444834669,0.19644866935841002,0,1,1.6838767291264691,0.8688816907861263,3.0,1,0,2,0
CUST0208,0,0.038103346644673367,-1.1943383703471477,1,0,-0.3493460175317697,-1.0133844085762163,2.0,0,1,0,0
CUST0209,0,0.8256128957396711,-0.8466416104207583,0,1,0.7545021856242323,-1.2826791164919875,4.0,0,0,0,0
CUST0210,1,1.1285011838531318,-1.5420351302735371,0,1,-0.7425163634446118,0.5212389715653905,1.0,0,1,2,0
CUST0211,1,-0.7494062024503244,1.2395389491375781,2,0,-0.4595580916496928,-0.6160938903065389,2.0,0,1,2,1
CUST0212,1,-0.20420728384609518,0.8918421892111889,1,2,-1.0576054280074518,-1.5531848342429997,1.0,1,1,1,1
CUST0213,1,0.4015692923808262,-1.1943383703471477,0,1,-0.5172553216738095,-1.2659051885955248,5.0,1,1,2,0
CUST0214,1,-1.7186487244133986,0.8918421892111889,0,1,0.17407496142952708,-1.7536718375022673,5.0,0,1,1,0
CUST0215,1,-1.2946051210545535,1.2395389491375781,2,1,1.7101341511733725,1.4658518724249103,1.0,0,0,1,1
CUST0216,1,1.189078841475824,-1.5420351302735371,0,1,0.578301063993697,-1.6691462343591983,4.0,0,0,1,1
CUST0217,0,0.3409916347581341,-0.1512480905679794,1,0,-1.0282385744023625,-1.0096180238207793,1.0,1,1,1,1
CUST0218,1,1.3708118143439005,0.8918421892111889,1,0,-1.560987848038217,-0.27169855162613676,2.0,0,1,0,0
CUST0219,0,-0.8705615176957088,-1.1943383703471477,0,3,-1.2797570382200683,-0.4846849063991414,5.0,1,1,3,1
CUST0220,1,1.0679235262304398,-0.49894485049436876,0,3,0.22728079031404194,1.4961919938328223,2.0,0,1,3,0
CUST0221,1,1.613122444834669,0.5441454292847995,1,1,0.9272483833012279,-1.6132307385736975,5.0,0,1,3,0
CUST0222,1,-0.4465179143368637,-0.8466416104207583,0,2,1.532551059961421,0.07067483313292568,5.0,0,0,0,1
CUST0223,0,-0.9311391753184008,-0.1512480905679794,0,1,-1.6618716274815826,0.6710690009130159,3.0,0,0,1,0
CUST0224,0,-0.20420728384609518,0.8918421892111889,2,2,0.08977481696315327,1.5674541559232518,2.0,0,0,0,1
